"Tw_id","Tweet","Label"
"544350567183556608","We can see people coming out a firedoor near the Lindt cafe to waiting police. 2-3 people. Hard to see. #sydneysiege","support"
"544370150359572480","@FoxNews Not cool Yo! My Prayerz hope that hostages make it out safe","commenting"
"544277117039837184","Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84)","support"
"524960862248132608","@cnnbrk Police searching and firing on Parliament Hill https://t.co/fjS8NPayIr","support"
"524954646394445824","@cnnbrk @CNN Good thing all those police with guns were there!","commenting"
"500283678170562561","@TheAnonMessage2 @Ryses_Pyses I want to know what kind of vision the police have to clearly say this is Mike Brown! I can barely see a face","commenting"
"500301957396193280","@DanteB4u @KatEdmiston There's no spin, cops blew it from day one by not releasing shooter's name! Trying to control the narrative w/lies👎🚫.","commenting"
"524935485370929152","Shooting in Canadian parliament comes day after ISIS-inspired radical drove in2 Canadian soldier. Also reports of shooting at War memorial/1","support"
"500323321519800321","@flavius217 Perhaps they need to alter/improve their training.","support"
"524937966615920640","3,854,082 square mile gun-free zone... | MT @CBCAlerts ""More shots fired just off Parliament Hill...""
#gunowners","commenting"
"500444523039039488","@140elect And they think we're buying this bullshit!","commenting"
"524983715832029184","@cnnbrk hope they die fuck canada","commenting"
"500321053197864961","@Tom_sveb @spants @rui_xu @flavius217 What other info do they have ready to release? All they have said is this is why we approached him.","denying"
"544316435435376640","4x at $100 min RT @mashable: Uber intros surge pricing in downtown Sydney during hostage siege http://t.co/yMqgU7BL7F http://t.co/X0cxacnu8T","support"
"499372044593930240","@AnonymousPress is this photo from last night?? Please clarify because you are using  present tense.","questioning"
"553501672035856384","@BBCBreaking No martyrs there, just cowards.","commenting"
"553170977061081088","@BBCtrending @BrookingsFP @LucilleClerc @we are not afraid!","commenting"
"500344082804518913","@walteredwards2 @MsRock4Ever @DanteB4u To think after all this time a lame-assed story about stolen cigars is going to fly is beyond stupid!","commenting"
"553580917898231808","@DAVIDMDRAIMAN @cnni Yup, they buried its kosher deliberately","commenting"
"524962300466569216","@Donnajcherold @doctorfullerton @DaveBeninger Donna - the rcmp incident in Quebec versus today in ottawa","commenting"
"553520342111494145","“@AP: MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/LCSQOl65DG”","support"
"500357905968033792","@jarrodrossi @CNNVideo the picture isnt clear that could be anybody","commenting"
"544529110266310656","@Joyce_Karam @LibyaLiberty Why was this mad man not behind bars? Ugh","questioning"
"553541311484014592","@TopoC they are heroes to their followers no matter what. Don't give them a way to get out instructions to trigger future attacks.","support"
"524931961744142338","@BreakingNews @SanaMerza @CBCNews @TorontoStar http://t.co/1Zu6gdZQfK 
News,darams,cric,funny 
http://t.co/1Zu6gdZQfK","commenting"
"525062334302412800","@Telegraph @TelegraphNews This is very sad. I just wish that the was a better place :(","commenting"
"500448504058093568","@goprapebuster @TheRoot @thedailybeast Why is Hillary Clinton silent about innocent blacks being killed","commenting"
"552795016725532672","“@guardian: Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/UDgEqcuSHx”","commenting"
"553521233162031104","@AP  
Fuck! If you do, that rat hole becomes a mosque! Fuck this 7th c barbarism!","commenting"
"529739950993203201","@TheBruun noooooo!","commenting"
"500356297519165440","@BrwnSkinGirly @CNNVideo People act like he was shot because he was black, but if it was a white kid or a black cop no one would care.","commenting"
"500391119566282753","@ZerlinaMaxwell criminalizing black people, the most effective distraction tactic in American history... :(","commenting"
"525021127702106112","@ArmedResearch Source?","questioning"
"553508098825261056","Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi","support"
"500316587333652480","@jlpauk @spants @rui_xu @flavius217 and not releasing any facts is a real good way to make sure people pass judgment on the facts they have","commenting"
"524971210275565568","@rikermacdaniels @CBCAlerts @CBCNews @JustinTrudeau your radical Muslims are being funded by American Senate, Israel and Saudia Arabia","commenting"
"544275851559579648","@beebobaby well, not today, for sure.","support"
"500371613087326209","@AngryBlackLady Vacationing on the Bundy Ranch, I’d imagine.","commenting"
"499613561044598785","@larryelder : fk yr derailment. This is about the blatant and often sanctioned murder of black men (and women) by cops.","commenting"
"553526618720075776","@NickK60 @BBCBreaking well said.","support"
"500489755373862913","@holliscomputer @TheDailyEdge you know that was funny!","commenting"
"544452228632047616","@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 33","commenting"
"544512676643500033","BREAKING  @SkyBusiness: freed hostage borne high from #sydneysiege w/c.4 paramedic teams on the scene http://t.co/DKBQI5tx4B ( carsonscottLI","support"
"552791516360765440","@cnni 11 Killed now","commenting"
"553535440821575682","#Vincennes #Montrouge RT “@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source”","commenting"
"500372089967476736","“@usmc1872: @BrwnSkinGirly @CNNVideo what about the FBI”👀","questioning"
"524936152902811648","@rcallimachi @ummsalama15_ is that radical?","commenting"
"576323996028952576","@BBCDanielS plus direct info from the 'fields'!","commenting"
"500294985376608256","@DanteB4u @KatEdmiston The cops can't spin this unlawful shooting try as they may. Police Dept. credibility ruined with Ferguson community.","commenting"
"500406172155777025","@Tom_sveb @spants And there was a struggle inside the car. How do we know Brown didn't get the gun and fire the shot during the struggle?","support"
"524924021608284160","@RichardMadan any updates?","questioning"
"524931933168746496","@dmatthewmillar Stay safe, Matt!","commenting"
"544354628775600128","@leeanneart @mashable ""Grease my palm with silver lovie."" The disgraceful pricks. Run 'em outta town folks.","denying"
"552794951487352832","Sickening ""@Telegraph: 11 confirmed dead, Francois Hollande to visit scene of attack: http://t.co/g1eoeo9iiO http://t.co/spETEzMnQF”","support"
"553196247319064576","@juliamacfarlane how about the story that friends of the third suspect Hamyd saw him in class 230km away during the attack","commenting"
"525032961310482432","@Canoe @ottawasuncom he even looks like a boss","commenting"
"525404874796961794","@emerhughes4 @ArmedResearch ?????? #whatsthesource","questioning"
"552817687257415681","@DrBMSinghal @RT_com Or even better, how about the world just abolishes islam all together. It's nothing but a cancer to the world.","commenting"
"525026551411519488","@CP24 I teared up when I heard. 

RIP Cpl Cirillo.","commenting"
"544381404331900928","@carolinemarcus @ritapanahi they'd be the best arms in the world to have around you after the ordeal she'd have gone through #sydneysiege","commenting"
"500298817531432961","@drpolson @TracyMo53321503 @zadiaz @mashable low life scum I think","commenting"
"544391556459790336","@NickWaite7 @cnni we don't shoot in Australia","commenting"
"553153997226663936","@BBCtrending @LucilleClerc  Love this !","commenting"
"525035264826413056","@20committee @sqwerin and @BarackObama still refuses to call it terrorism!","commenting"
"553503409807327232","'As dogs' @RT_com","commenting"
"500395293675122688","@lilfer1234 @andybankertv @FOX2now and the last time i checked the eyewitness testimony overrides the testimony of the defident's friends","commenting"
"500270212198174720","@USATODAY Get ready to tweet the address #SpikeLee and other vigilantes .","commenting"
"553586932727693312","@KayBurley Great news! 😄","commenting"
"500397394291208192","@a_man_in_black @andybankertv @FOX2now it's obviously the same people and there's a confession","commenting"
"552812425758912512","@Colvinius @MartinRJay  It's not a matter of criticism, it's insulting and demeaning and offensive","denying"
"524965546379739136","@dmatthewmillar @Russell_Barth @devo1400 @spaikin In historical terms this is a blip. Screw those losers.","commenting"
"500356467548250112","“@ComplexMag: In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/wWWJlfTuft”oh","support"
"552818300124545025","@hassanbasmer @DaliaChai do you live in an actual tent? And is your name Saladin or something","commenting"
"544514420769296384","@staronline Why release her name? Give her time to heal in privacy. Do you have no ethics?","commenting"
"524923462398513152","Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill","support"
"525057081515061248","@Telegraph RIP Nathan,, we love you","support"
"544339277749182464",".@harrytuckerr No, you refused to pay for them to be at the phones. Enjoy your walk. @Uber_Sydney","commenting"
"544293930087366657","@noplaceforsheep @SharriMarkson She is SOOOOO Stupid that she is completely incapable of realising it.","commenting"
"500379350563569666","@rolandsmartin Because jaywalking and stealing cigars are capital crimes. It's the classic ""Blame the victim"" defense.","support"
"544344965443510273","@Babywash @RT_com 

You are on crack. Your foolish comment invalidates any truth that may be buried within the nonsense.","commenting"
"544346902439809024","@nicholasderoose Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm","questioning"
"553615282435289088","@dano1980mufc @SkyNews cheers, mental just mental","commenting"
"552791196247269378","BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY","support"
"553536361786277888","“@FRANCE24: #BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/xFn05puuBm #Vincennes http://t.co/WU3kmq957e”","commenting"
"553588413195382784","Thank G-d! RT @cnnbrk: Police taking people out of #Paris grocery where hostages were being held. http://t.co/58wMc6M6Jf","commenting"
"553508438224142336","@BBCBreaking Stick a scaffolding pole up their arses and set it in the ground with a camera on their faces to live-stream them slowly dying","commenting"
"524935683908333569","@globeandmail","commenting"
"525004768415322112","@lifebythecreek , you pick a fight with people you better expect something in return , we use to be peacekeepers ,so be careful what you get","commenting"
"544296770420105216","@JSchoenberger7 @TheAnonMessage Interesting, because the Guardian says different. http://t.co/mwe9CcLxoE","commenting"
"553023915963191296","@tonyjdell @No_Idteaots @JeffersonObama Seriously, ""they've been given a chance to reform"" Most idiotic bullshit.glad I blocked this joke.","commenting"
"544514136915185664","@9NewsSyd @marilynmaupin Should have snipered him.","commenting"
"553582297551998976","@cnni say thank's #usa","commenting"
"544307069864538113","@DailyMailAU @MailOnline  Why not take him out? Clear view","commenting"
"500393320032370688","@andybankertv @FOX2now   Is that the video also?","questioning"
"544332284812218368","@universe93 so our GOVERNMENT is making money from people trying to get out of a hostage situation but you don't shout and yell at them...","commenting"
"544292185722851329","Sick. ""@Independent: Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/51vlmPCMq0 http://t.co/pvDLnJIV4h”","support"
"524947899982290944","@DaveBeninger My heart goes out to the family.","commenting"
"500318691909959681","@DesmondP2100 of course , however please do not try and compare it to hundreds of years of systemic oppression of a whole people","denying"
"500406011543703552","@spants @flavius217 ok","commenting"
"552793785747660801","Et merde. “@AFPphoto: #CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/MFpQhJPBfz”","support"
"525032806288601088","@Cameron_Gray @CFLancop @globeandmail Rest in Peace, Cpl Cirillo.  Prayers for his famil.","commenting"
"500274502652411904","@ReutersUS @Reuters I WILL KEEP THE BROWN FAMILY IN PRAYERS!","commenting"
"544520807074918400","@AusNewsNetwork @richellecox not confirmed","denying"
"544514712961306625","@FoxNews GUNMAN IS DOWN","support"
"524929751094665216","@cmaconthehill @680News Holy Christ! Please be safe!","commenting"
"525059328685133824","Heartbreaking for #HamOnt and Canada. “@Telegraph: Soldier killed in Canada shooting was a young reservist with a son http://t.co/wGQhZwKFEG","denying"
"544320124069879809","@AP ""may be"" really? (forehead smack)","denying"
"524975119438200833",".@mariaenchanted @cherylfolland  yes, certainly a typo. @GlobalNational","commenting"
"553588472330452992","“@HuffingtonPost: Reports: #CharlieHebdo suspects killed http://t.co/mWCSjh3CkH” superb simultaneous response by the French tactics unit.","commenting"
"500442407830581248",".@JPantsdotcom @AkaDimiX @140elect Why do you start your question with a lie?","commenting"
"544296176892116993","@Howie_Dee @Does_It_Mata @BBCWorld probably the layout of the building. Public place. Easy media coverage","commenting"
"500415275884244992","Which is an insult to the Three Stooges, but I agree with your point hundred percent.@ronzell3284 
@SoulRevision","support"
"529658081840746496","@mossequ1 @PrinceMuseum @3RDEYEGIRL it's across the country and 4 hours away lol and it's like $300 I think","support"
"553471490734039040","@TelegraphNews Now it's too late. The harm has already been done.","commenting"
"544296840045535232","@julia_goo_lia @BBCWorld I'm well aware of that. I wasn't at the time I Tweeted that.","commenting"
"500308754194497537","@YourAnonLive @euIVmusic WHY does the time stamp say 11:51 on the report, but one of the stills of the robbery shows 11:53?","questioning"
"524944658992865280","@HDMcC @kellyoxford @obiterdictayo CBC news is reporting the gunman has been shot. Are you bitching at them also?","commenting"
"529695367680761856","OMG. #Prince rumoured to be performing in Toronto today. Exciting!","support"
"553566214174556160","#PrayForParis “@ABC: Breaking: Two hostage situations in France are linked, Paris prosecutor says”","support"
"500304228653346816","@DanteB4u IMO no shot should've happened. Call was unarmed suspect, cop had full description, easy to find where he lived @orangeseahorse","commenting"
"524965775036387329","Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""","support"
"544294284015329280","@rodneycruise @noplaceforsheep @SharriMarkson I'm not watching it, but it sounds as if it is being treated as sport.","denying"
"544308940024971265","@WilliamsJon just curious: does 'evacuate' mean leave  country or city/area? Do you know?","commenting"
"499628894714986497","~&gt; @AnonymousPress Gaza. Iraq. Soon they will burst into our homes, rape our babies, and force mothers to watch.","commenting"
"544763645146566656","@leftocentre @suthernx @RunawayBudgie @onewaymule87 @smh @ZJGarred that should be, no way, he's a rw extremist. Which he is.","commenting"
"552990796702814208","“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/ZXnsOenpbz”","commenting"
"544320809276571650","@AP Australian Govt language specialists defined these words as all-encompassing meaning any action perpetrated against Australian citizens","support"
"544316754521239552","@SkyNews if it isis and there sending a message then this wont end nicely, those scumbags need to be wiped off the face of the planet !!!","commenting"
"529655164828139522","@CTVNews IF this were to be happening on Thursday, would consider flying Vancouver to To. in hopes of seeing him live. #OnBucketList","commenting"
"524956946605309952","@BBCBreaking Kindly verify your report of shooting at Rideau Centre Ottawa, Canada. Local reports state otherwise.","denying"
"544301354034794496","“@BuzzFeedOz: Sydney Opera House evacuated, concourse deserted http://t.co/8Nt4CruU5J #SydneySiege (via @cberkman) http://t.co/SshP5HDC5r”","support"
"552811928188645376","@RT_com Extremism and Terrorism has no place in Islam #ParisAttack https://t.co/CukDPguk0U 
http://t.co/0m0hV86weU","support"
"500304668699156481","@DanteB4u @Maggyw519 @orangeseahorse @Alasscan_  It doesn't matter if you are police, gang, or neighborhood watch. Life means more.","commenting"
"524930943971504129","RT @CBCPolitics Soldier shot at National War Memorial in #Ottawa http://t.co/I5GY1kEqfq #cdnpoli #hw","support"
"500410466213318656","@techweenie @jelani9 @kharyp AMEN to that!! They would say ""LOOK! HE PUSHED THAT STORE CLERK!!.. is that punishable by DEATH?","commenting"
"524971249152577536","@DaryusAzad @CBCAlerts @CBCNews @JustinTrudeau Liberals sent me and many more Canadian Soldiers to Afghanistan in the first place...","commenting"
"524943846711754752","@skobos Will both fit on the lower thirds? I would appreciate name, then handle.","commenting"
"544293500398088192","@LeslieFeffer @nypost nope. People like her and obama have weakened this country with weak ass foreign policy and made all of us targets","commenting"
"544512664769396736","BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f","support"
"544482249459388416","@SkyNews @Asher_Wolf I just saw one of the videos here on @CBSThisMorning here in the US.","support"
"552808195710664704","@hassanbasmer @cnnbrk dif between satire &amp; hatred. No Islamic sense of humor. Jihadists don't know what free speech means","commenting"
"544520944148963328","@Angus_OL The 6 of us are watching this unfold, I'm shaking, My heart goes out to the hostages and their families. http://t.co/uXrJGokIGC","support"
"500280986845073408","“URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/bWq6nDuuWD #Ferguson http://t.co/4DEr4xSn0t” rt@RT_com","support"
"500298596772622336","@von_Steiner @OpFerguson @YourAnonLive You're welcome!","support"
"552848904426098689","@slate Cant be al-Qaida the President told us they are in retreat","commenting"
"544371998390890496","@JordanSekulow @FoxNews and yet they won't cover it like the foreign media.","commenting"
"553520097395245056","@AP give the fuckers there wish","commenting"
"544327005471526912","@DailyMailAU @MailOnline  Looks like clean sniper shot.  Should have take him out.  Pigs, scum, low life losers.  All terrorists are evil.","commenting"
"544309667099181056","@RT_com I pray for the safety of all the hostages; and that they are released soon.","commenting"
"553563604117913600","@avitalleibovich @channel2news actually, http://t.co/zjIFaCvNoJ","commenting"
"553602592828563456","@AFPphoto","support"
"529698240405729281","@akrred @TheSocialCTV That's insane! I love Prince but there's no way I can get babysitting so last minute :(","commenting"
"525062454372757504","@CathyCollver @cnnbrk One guess.","commenting"
"544507804829351937","@pandyam @staronline lol","commenting"
"544305745416581120","Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT: http://t.co/yKWnSmShSY http://t.co/wyjunPbDfo","support"
"544338807038824449","@Simbad_Reb @VegasRebs it's worked for us for the last 18yrs hasn't it?","commenting"
"544303978373070853","@GoneSiIver @PzFeed its a major city in australia ??????????? the olympics were there in 2000 ??????","commenting"
"500379602435731456","@thelittleidiot agreed. Being shot for possibly stealing cigars isn't karma, it's excessive force that doesn't match the crime.","support"
"552996575396765696","@Mama4Obama1 @JeffersonObama Someone should send that to Chris Matthews who acted as if all Muslims in France were terrorists","commenting"
"544312149846151168","@Simbad_Reb let's not forget those naughty video games, hope that keeps you warm before the next mass shooting","commenting"
"544383497482539008","@ABC ok now your story is getting less credible!  Should have known.","commenting"
"501760642928635904","@max843 @DanteB4u @Alasscan_  This shows Michael paid for cigarillos. No robbery, no crime! Pls RT 
http://t.co/ZwYEcGvXya","commenting"
"552806259767123968","@smallthunderdog @cpjskippy @Independent 
a provocation is an open invitation !!","commenting"
"500406892644937728","@Tom_sveb @spants @rui_xu @flavius217 They didn't say who fired the shots in the car. The fact is we've only heard one side.","commenting"
"500282369023430656","Of course, you have to crop have his face. #Ferguson #MikeBrown http://t.co/WfpkBWf6sv","commenting"
"544476993039785984","@SkyNews Its the right thing to do","support"
"553587686762479617","@cnnbrk The 6 are reported dead.","commenting"
"500281094239817728","#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.","support"
"524973660311154688","@RT_com @ShorealoneFilms Just read that Soldier may still be alive. #hoping","commenting"
"576830316372996096","@andersostlund @CoalsonR @RFERL uhmmm botox sesions far more likely anyway","commenting"
"553588737750605825","@Callum_SR @AFP and Charlie Hebdo's gunmen are dead!!","commenting"
"500397966071693312","@HIRED__GUN @140elect all the reactionaries learned this ""strong-arm"" phrase today.","commenting"
"552811152456318976","@russianinusofa @Colvinius @LePoint as evidenced by the fact they killed 3 cartoonists - not just random people","commenting"
"553171643091398656","@BBCtrending @eelcobvr @LucilleClerc we must go on.","commenting"
"500394093420494849","@lilfer1234 @andybankertv @FOX2now or is that impossible because the police would never be capable of unscrupulous behavior?","commenting"
"500371435127185409","@AngryBlackLady One in which you've already decided to let them get away with it. He's on paid vaca.","support"
"500297423047376897","@nickk330 @YourAnonLive If he stole a case of cigars, where were they?","support"
"552792980658987009","“@cnni: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/CjpubYd0Rk”","support"
"552989544589430784","“@AFP: #UPDATE Three men including two brothers identified in France newspaper attack: source http://t.co/sXtqLIsrW4 #CharlieHebdo”","denying"
"500286862255464448","“@jsmith189 Video manipulation takes time. RT @zellieimani If there's surveillance of a robbery why release stills &amp; not video? #Ferguson.”","commenting"
"544350540717494272","@Uber_Sydney Thanks :)","commenting"
"500288555600871424","@TheAnonMessage2 had the same flip flops on.","support"
"553551949745119233","@Reuters not in anyway justifying the violence but why the intentionally hurting of others believe? It doesn't make sense.","support"
"500300692285038592","@140elect Police Force or Apartheid? Two thirds of 21,000 residents are black - Police force 3 black &amp; 50 white policemen","commenting"
"552808923707617282","“@AFPphoto: #CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/rYQSyWmQi5” #tragedy","support"
"544472543197818881","Racist shock jocks Jones &amp; Hadley @leftocentre @onewaymule87 @smh @ZJGarred have sent more angry young men into arms of Daesh than anybody!","commenting"
"553109367042887680","@NBCNews @MikeRodNews http://t.co/nfIrio6748","support"
"500300182844878848","@140elect Here are pixs I have. http://t.co/jn6wWj5pVW","commenting"
"500345018926645250",".@KeepItRealist This ""fucking moron"" has an IQ of 140 &amp; admission to med school, but you are DEFINITELY a fucking racist. #Ferguson","denying"
"524972557116915712","@PrideSky @CBCAlerts Blah blah....bleeding heart!!!!","commenting"
"500319932585111553","@DanteB4u @orangeseahorse @Alasscan_ I know : (  but sicker part is we don't know if Michael was dead or the let him die so he couldn't talk","commenting"
"544292545690222592","@SharriMarkson @australian FFS, have you got a clue? There are people's lives at stake.","commenting"
"524998240262180865","@BigDilbertFan photography is his job? My whole issue was a man needed help. There are ways to help if you don't know cpr","denying"
"544581202145857536","@FoxNews  More work place violence!","commenting"
"552792802309181440","#CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/aksGP63MB7","support"
"544477183851630592","@SkyNews Just shoot him! Marksman have clearly had enough opportunities to do so","commenting"
"500322465323974656","@flavius217 White or Black the biggest prob people have with police is the attitude from cops. We are a guilty till proven innocent society.","commenting"
"524970440285249536","Incredible day for S-A-A. Between a lot of bland days. ""@CP24: MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings.","commenting"
"500283973239865345","“@DIANAZOGA: Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson” #VictimOnTrial","support"
"524932994553769984","@_MarkSutcliffe thanks Mark, Are you in Ottawa? Stay safe","questioning"
"525030173914431488","@CP24 USA come before canadian media","commenting"
"544280339720728576","@mscott Any danger of leaving it off for good?? Expats are shut out by the ABC. Missing quality shows.","questioning"
"576517854268403713","@MailOnline that looks like a double to me, dear.","support"
"544306571350921216","@BlueTieBloke @SkyNewsAust @ka_robo @liztilley84 @riwired Agree when left/muslims deny IS is islamic it is a clear cut case of #Islamaphobia","commenting"
"500408940727762944","@jelani9 People may not like it. but it's devastating for prosecuting the cop. If true, can be argued Brown thought the cop was after him .","commenting"
